Administering_IC_K99,Congressional_District_K99,Department_K99,Organization_Name_K99,Organization_City_K99,Organization_State_K99,Organization_Type_K99,Funding_IC.s._K99,K99_inst_pub_priv,same_dept,same_insti,Administering_IC_R00,Congressional_District_R00,Department_R00,Organization_Name_R00,Organization_City_R00,Organization_State_R00,Organization_Type_R00,Fiscal_Year_R00,Funding_IC.s._R00,R00_inst_pub_priv,Grant_type,Retained_Y_N,years_to_obtain_R01,Obtained_R01,ga_gender,K99_pub_priv,R00_pub_priv,Top_25_NIH_funding_K99,Top_25_NIH_funding_R00
NIDDK,7,MISCELLANEOUS,MASSACHUSETTS_INST_OF_TECH_K99,CAMBRIDGE,MA,ORGANIZED RESEARCH UNITS,NIDDK,Private,FALSE,FALSE,NIDDK,13,GENETICS,COLUMBIA_U_HEALTH_SCI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2021,NIDDK,Private,Unknown,LEFT,2,NO,male,Private,Private,NO,YES
NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NHLBI,Private,TRUE,TRUE,NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2014,NHLBI,Private,R01,STAYED,3,YES,female,Private,Private,YES,YES
NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NHLBI,Private,TRUE,TRUE,NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2013,NHLBI,Private,Unknown,STAYED,10,NO,female,Private,Private,YES,YES
NCI,12,BIOLOGY,ROCKEFELLER_U_K99,NEW YORK,NY,GRADUATE SCHOOLS,NCI,Private,FALSE,FALSE,NCI,3,PHARMACOLOGY,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2017,NCI,Private,Unknown,LEFT,6,NO,male,Private,Private,NO,YES
NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NHLBI,Private,FALSE,FALSE,NHLBI,3,INTERNAL MEDICINE/MEDICINE,YALE_U_R00,NEW HAVEN,CT,SCHOOLS OF MEDICINE,2016,NHLBI,Private,Unknown,LEFT,7,NO,female,Private,Private,YES,YES
NEI,7,NEUROSCIENCES,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NEI,Private,FALSE,FALSE,NEI,1,OPHTHALMOLOGY,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2019,NEI,Private,Unknown,LEFT,4,NO,male,Private,Private,YES,YES
NHLBI,33,CHEMISTRY,U_OF_CALIFORNIA_LOS_ANGELES_K99,LOS ANGELES,CA,SCHOOLS OF ARTS AND SCIENCES,NHLBI,Public,FALSE,FALSE,NHLBI,7,PHYSIOLOGY,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2008,NHLBI,Private,R01,LEFT,5,YES,male,Public,Private,YES,YES
NINDS,18,BIOLOGY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF ARTS AND SCIENCES,NINDS,Private,FALSE,FALSE,NINDS,3,ANATOMY/CELL BIOLOGY,YALE_U_R00,NEW HAVEN,CT,SCHOOLS OF MEDICINE,2008,NINDS,Private,R01,LEFT,5,YES,male,Private,Private,YES,YES
NIDA,18,ANESTHESIOLOGY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NIDA,Private,FALSE,FALSE,NIDA,3,PSYCHIATRY,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2019,NIDA,Private,R01,LEFT,3,YES,male,Private,Private,YES,YES
NIBIB,13,RADIATION-DIAGNOSTIC/ONCOLOGY,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIBIB,Private,TRUE,FALSE,NIBIB,3,RADIATION-DIAGNOSTIC/ONCOLOGY,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2012,NIBIB,Private,R01,LEFT,5,YES,male,Private,Private,YES,YES
NCI,18,BIOMEDICAL ENGINEERING,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NCI,Private,TRUE,TRUE,NCI,18,BIOMEDICAL ENGINEERING,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF MEDICINE,2009,NCI,Private,R01,STAYED,12,YES,male,Private,Private,YES,YES
NIEHS,13,PUBLIC HEALTH & PREV MEDICINE,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIEHS,Private,FALSE,FALSE,NIEHS,12,PEDIATRICS,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2022,NIEHS,Private,Unknown,LEFT,0,NO,female,Private,Private,YES,NO
NINDS,7,NEUROSCIENCES,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NIA,Private,TRUE,TRUE,NINDS,7,NEUROSCIENCES,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2022,NIA,Private,Unknown,STAYED,0,NO,female,Private,Private,YES,YES
NIGMS,7,BIOCHEMISTRY,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NIGMS,Private,FALSE,FALSE,NIGMS,3,CHEMISTRY,YALE_U_R00,NEW HAVEN,CT,SCHOOLS OF ARTS AND SCIENCES,2012,NIGMS,Private,R01,LEFT,6,YES,male,Private,Private,NO,YES
NIDDK,30,INTERNAL MEDICINE/MEDICINE,UT_SOUTHWESTERN_MED_CTR_K99,DALLAS,TX,SCHOOLS OF MEDICINE,NIDDK,Public,FALSE,FALSE,NIDDK,1,ANATOMY/CELL BIOLOGY,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2021,NIDDK,Private,Unknown,LEFT,1,NO,female,Public,Private,NO,YES
NINDS,18,PHYSICS,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF ARTS AND SCIENCES,NINDS,Private,TRUE,TRUE,NINDS,18,PHYSICS,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF ARTS AND SCIENCES,2008,NINDS,Private,R01,STAYED,10,YES,female,Private,Private,YES,YES
NHLBI,7,INTERNAL MEDICINE/MEDICINE,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NHLBI,Private,TRUE,TRUE,NHLBI,7,INTERNAL MEDICINE/MEDICINE,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2012,NHLBI,Private,R01,STAYED,6,YES,male,Private,Private,YES,YES
NCI,37,PUBLIC HEALTH & PREV MEDICINE,U_OF_SOUTHERN_CALIFORNIA_K99,Los Angeles,CA,SCHOOLS OF MEDICINE,NCI,Private,FALSE,FALSE,NCI,7,UnavaiLABle,FRED_HUTCHINSON_CANCER_RES_CTR_R00,Seattle,WA,Other Domestic Non-Profits,2022,NCI,Private,Unknown,LEFT,1,NO,female,Private,Private,NO,YES
NEI,7,OPHTHALMOLOGY,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NEI,Private,TRUE,FALSE,NEI,5,OPHTHALMOLOGY,EMORY_U_R00,ATLANTA,GA,SCHOOLS OF MEDICINE,2022,NEI,Private,Unknown,LEFT,0,NO,male,Private,Private,YES,YES
NHLBI,7,NUTRITION,HARVARD_SCH_OF_PUBLIC_HEALTH_K99,BOSTON,MA,SCHOOLS OF PUBLIC HEALTH,NHLBI,Private,FALSE,FALSE,NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2011,OD,Private,R01,LEFT,5,YES,Unknown,Private,Private,NO,YES
NIGMS,12,CHEMISTRY,PRINCETON_U_K99,Princeton,NJ,GRADUATE SCHOOLS,NIGMS,Private,TRUE,FALSE,NIGMS,5,CHEMISTRY,EMORY_U_R00,ATLANTA,GA,SCHOOLS OF ARTS AND SCIENCES,2020,NIGMS,Private,R35,LEFT,2,YES,female,Private,Private,NO,YES
NCI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NCI,Private,FALSE,FALSE,NCI,12,BIOCHEMISTRY,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2018,NCI,Private,Unknown,LEFT,5,NO,female,Private,Private,YES,NO
NIAID,18,PATHOLOGY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NIAID,Private,FALSE,FALSE,NIAID,3,VETERINARY SCIENCES,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF VETERINARY MEDICINE,2008,NIAID,Private,R01,LEFT,2,YES,female,Private,Private,YES,YES
NIDDK,7,UnavaiLABle,BOSTON_CHILDRENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NIDDK,Private,FALSE,FALSE,NIDDK,7,PHARMACOLOGY,NORTHWESTERN_U_R00,CHICAGO,IL,SCHOOLS OF MEDICINE,2017,NIDDK,Private,R01,LEFT,3,YES,male,Private,Private,NO,NO
NIDCR,13,PUBLIC HEALTH & PREV MEDICINE,COLUMBIA_U_HEALTH_SCI_K99,NEW YORK,NY,SCHOOLS OF PUBLIC HEALTH,FIC,Private,TRUE,TRUE,NIDCR,13,PUBLIC HEALTH & PREV MEDICINE,COLUMBIA_U_HEALTH_SCI_R00,NEW YORK,NY,SCHOOLS OF PUBLIC HEALTH,2010,NIDCR,Private,R01,STAYED,6,YES,male,Private,Private,YES,YES
NIAAA,5,VETERINARY SCIENCES,EMORY_U_K99,ATLANTA,GA,PRIMATE CENTERS,NIAAA,Private,TRUE,TRUE,NIAAA,5,VETERINARY SCIENCES,EMORY_U_R00,ATLANTA,GA,PRIMATE CENTERS,2009,NIAAA,Private,R01,STAYED,5,YES,male,Private,Private,YES,YES
NIGMS,7,BIOCHEMISTRY,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NIGMS,Private,FALSE,FALSE,NIGMS,4,CHEMISTRY,DUKE_U_R00,DURHAM,NC,SCHOOLS OF ARTS AND SCIENCES,2014,NIGMS,Private,DP2,LEFT,3,YES,female,Private,Private,NO,YES
NIEHS,13,PUBLIC HEALTH & PREV MEDICINE,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIEHS,Private,TRUE,FALSE,NIEHS,13,PUBLIC HEALTH & PREV MEDICINE,COLUMBIA_U_HEALTH_SCI_R00,NEW YORK,NY,SCHOOLS OF PUBLIC HEALTH,2020,NIEHS,Private,Unknown,LEFT,3,NO,female,Private,Private,YES,YES
NICHD,12,BIOCHEMISTRY,PRINCETON_U_K99,Princeton,NJ,SCHOOLS OF ARTS AND SCIENCES,NICHD,Private,FALSE,FALSE,NICHD,4,ANATOMY/CELL BIOLOGY,DUKE_U_R00,DURHAM,NC,SCHOOLS OF MEDICINE,2014,NICHD,Private,R01,LEFT,3,YES,female,Private,Private,NO,YES
AHRQ,4,OTHER CLINICAL SCIENCES,DUKE_U_K99,DURHAM,NC,SCHOOLS OF MEDICINE,AHRQ,Private,FALSE,TRUE,AHRQ,4,UnavaiLABle,DUKE_U_R00,DURHAM,NC,Domestic Higher Education,2015,AHRQ,Private,R01,STAYED,4,YES,female,Private,Private,YES,YES
NINDS,7,BIOLOGY,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NINDS,Private,FALSE,FALSE,NINDS,18,NEUROLOGY,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF MEDICINE,2012,NINDS,Private,R01,LEFT,4,YES,male,Private,Private,NO,YES
NIAID,18,INTERNAL MEDICINE/MEDICINE,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NIAID,Private,FALSE,FALSE,NIAID,1,MICROBIOLOGY/IMMUN/VIROLOGY,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2020,NIAID,Private,R01,LEFT,2,YES,male,Private,Private,YES,YES
NIAID,12,MICROBIOLOGY/IMMUN/VIROLOGY,ROCKEFELLER_U_K99,NEW YORK,NY,GRADUATE SCHOOLS,NIAID,Private,TRUE,FALSE,NIAID,12,MICROBIOLOGY/IMMUN/VIROLOGY,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2017,NIAID,Private,R01,LEFT,3,YES,female,Private,Private,NO,NO
NCI,10,BIOLOGY,COLUMBIA_U_NEW_YORK_MORNINGSIDE_K99,NEW YORK,NY,GRADUATE SCHOOLS,NCI,Private,TRUE,FALSE,NCI,18,BIOLOGY,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF ARTS AND SCIENCES,2014,NCI,Private,R01,LEFT,4,YES,male,Private,Private,NO,YES
NCI,13,PATHOLOGY,COLUMBIA_U_HEALTH_SCI_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NCI,Private,FALSE,FALSE,NCI,13,OTHER BASIC SCIENCES,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2014,NCI,Private,R01,LEFT,6,YES,male,Private,Private,YES,YES
NIA,3,ANATOMY/CELL BIOLOGY,U_OF_PENNSYLVANIA_K99,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,NIA,Private,FALSE,FALSE,NIA,8,NONE,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,HOSPITALS,2018,NIA,Private,R35,LEFT,2,YES,male,Private,Private,YES,YES
NINDS,12,BIOCHEMISTRY,ROCKEFELLER_U_K99,NEW YORK,NY,GRADUATE SCHOOLS,NINDS,Private,FALSE,FALSE,NINDS,1,GENETICS,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2011,NINDS,Private,R01,LEFT,6,YES,male,Private,Private,NO,YES
NCI,7,INTERNAL MEDICINE/MEDICINE,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NCI,Private,TRUE,TRUE,NCI,7,INTERNAL MEDICINE/MEDICINE,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2020,NCI,Private,Unknown,STAYED,2,NO,female,Private,Private,YES,YES
NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NCI,Private,TRUE,TRUE,NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2017,NCI,Private,R01,STAYED,3,YES,male,Private,Private,YES,YES
NCI,12,UnavaiLABle,SLOAN-KETTERING_INST_CAN_RES_K99,NEW YORK,NY,Research Institutes,NCI,Private,TRUE,FALSE,NCI,7,UnavaiLABle,FRED_HUTCHINSON_CANCER_RES_CTR_R00,SEATTLE,WA,Research Institutes,2016,NCI,Private,R01,LEFT,5,YES,male,Private,Private,YES,YES
NINR,4,OTHER HEALTH PROFESSIONS,DUKE_U_K99,DURHAM,NC,SCHOOLS OF NURSING,NINR,Private,TRUE,TRUE,NINR,4,OTHER HEALTH PROFESSIONS,DUKE_U_R00,DURHAM,NC,SCHOOLS OF NURSING,2011,NINR,Private,Unknown,STAYED,11,NO,female,Private,Private,YES,YES
NIAMS,5,DENTISTRY,U_OF_CONNECTICUT_SCH_OF_MED/DNT_K99,FARMINGTON,CT,SCHOOLS OF DENTISTRY/ORAL HYGN,NIAMS,Public,FALSE,FALSE,NIAMS,3,ORTHOPEDICS,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2017,NIAMS,Private,R01,LEFT,4,YES,male,Public,Private,NO,YES
NCI,13,GENETICS,COLUMBIA_U_HEALTH_SCI_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NCI,Private,FALSE,FALSE,NCI,1,INTERNAL MEDICINE/MEDICINE,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2010,NCI,Private,R01,LEFT,6,YES,male,Private,Private,YES,YES
NICHD,5,PEDIATRICS,EMORY_U_K99,ATLANTA,GA,SCHOOLS OF MEDICINE,NICHD,Private,TRUE,TRUE,NICHD,5,PEDIATRICS,EMORY_U_R00,ATLANTA,GA,SCHOOLS OF MEDICINE,2021,NICHD,Private,Unknown,STAYED,2,NO,female,Private,Private,YES,YES
NIDCR,13,NONE,COLUMBIA_U_HEALTH_SCI_K99,NEW YORK,NY,SCHOOLS OF DENTISTRY/ORAL HYGN,NIDCR,Private,FALSE,TRUE,NIDCR,13,DENTISTRY,COLUMBIA_U_HEALTH_SCI_R00,NEW YORK,NY,SCHOOLS OF DENTISTRY/ORAL HYGN,2014,NIDCR,Private,R01,STAYED,5,YES,female,Private,Private,YES,YES
NHGRI,1,GENETICS,U_OF_CHICAGO_K99,CHICAGO,IL,SCHOOLS OF MEDICINE,NHGRI,private,FALSE,FALSE,NHGRI,4,INTERNAL MEDICINE/MEDICINE,DUKE_U_R00,DURHAM,NC,SCHOOLS OF MEDICINE,2012,NHGRI,Private,Unknown,LEFT,10,NO,female,private,Private,NO,YES
NINDS,5,UnavaiLABle,VANDERBILT_U_MED_CTR_K99,NASHVILLE,TN,Independent Hospitals,NINDS,Private,TRUE,TRUE,NINDS,5,UnavaiLABle,VANDERBILT_U_MED_CTR_R00,NASHVILLE,TN,Independent Hospitals,2017,NINDS,Private,R01,STAYED,2,YES,male,Private,Private,NO,NO
NHGRI,7,UnavaiLABle,BROAD_INST_INC_K99,CAMBRIDGE,MA,Research Institutes,NHGRI,Private,FALSE,FALSE,NHGRI,18,GENETICS,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF MEDICINE,2020,NHGRI,Private,R35,LEFT,0,YES,male,Private,Private,NO,YES
NCI,12,UnavaiLABle,SLOAN-KETTERING_INST_CAN_RES_K99,NEW YORK,NY,Research Institutes,NCI,Private,FALSE,FALSE,NCI,3,RADIATION-DIAGNOSTIC/ONCOLOGY,YALE_U_R00,NEW HAVEN,CT,SCHOOLS OF MEDICINE,2020,NCI,Private,DP2,LEFT,2,YES,male,Private,Private,YES,YES
NIAID,12,MICROBIOLOGY/IMMUN/VIROLOGY,ROCKEFELLER_U_K99,NEW YORK,NY,GRADUATE SCHOOLS,NIAID,Private,TRUE,FALSE,NIAID,13,MICROBIOLOGY/IMMUN/VIROLOGY,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2009,NIAID,Private,R01,LEFT,4,YES,male,Private,Private,NO,YES
NIAMS,12,BIOLOGY,ROCKEFELLER_U_K99,NEW YORK,NY,GRADUATE SCHOOLS,NIAMS,Private,FALSE,FALSE,NIAMS,13,ANATOMY/CELL BIOLOGY,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2011,NIAMS,Private,R01,LEFT,3,YES,female,Private,Private,NO,YES
NIAMS,12,BIOLOGY,ROCKEFELLER_U_K99,NEW YORK,NY,GRADUATE SCHOOLS,NIAMS,Private,FALSE,FALSE,NIAMS,13,PATHOLOGY,COLUMBIA_U_HEALTH_SCI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2014,NIAMS,Private,Unknown,LEFT,8,NO,female,Private,Private,NO,YES
NCI,3,ENGINEERING (ALL TYPES),YALE_U_K99,NEW HAVEN,CT,BIOMED ENGR/COL ENGR/ENGR STA,NCI,Private,TRUE,TRUE,NCI,3,ENGINEERING (ALL TYPES),YALE_U_R00,NEW HAVEN,CT,BIOMED ENGR/COL ENGR/ENGR STA,2010,NCI,Private,Unknown,STAYED,12,NO,male,Private,Private,YES,YES
NHLBI,3,INTERNAL MEDICINE/MEDICINE,U_OF_PENNSYLVANIA_K99,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,NHLBI,Private,FALSE,TRUE,NHLBI,3,RADIATION-DIAGNOSTIC/ONCOLOGY,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2014,NHLBI,Private,R01,STAYED,2,YES,male,Private,Private,YES,YES
NICHD,7,MISCELLANEOUS,MASSACHUSETTS_INST_OF_TECH_K99,CAMBRIDGE,MA,ORGANIZED RESEARCH UNITS,NICHD,Private,FALSE,FALSE,NICHD,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2014,NICHD,Private,R01,LEFT,8,YES,female,Private,Private,NO,YES
NIEHS,7,PUBLIC HEALTH & PREV MEDICINE,HARVARD_SCH_OF_PUBLIC_HEALTH_K99,BOSTON,MA,SCHOOLS OF PUBLIC HEALTH,NIEHS,Private,FALSE,FALSE,NIEHS,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2010,NIEHS,Private,R01,LEFT,11,YES,male,Private,Private,NO,YES
NCI,7,MISCELLANEOUS,MASSACHUSETTS_INST_OF_TECH_K99,CAMBRIDGE,MA,ORGANIZED RESEARCH UNITS,NCI,Private,FALSE,FALSE,NCI,3,BIOLOGY,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2013,NCI,Private,R01,LEFT,3,YES,male,Private,Private,NO,YES
NIDCD,12,OTOLARYNGOLOGY,NEW_YORK_U_SCH_OF_MED_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIDCD,Private,TRUE,TRUE,NIDCD,12,OTOLARYNGOLOGY,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2010,NIDCD,Private,Unknown,STAYED,12,NO,male,Private,Private,NO,NO
NIGMS,12,BIOCHEMISTRY,U_OF_CALIFORNIA_SAN_FRANCISCO_K99,SAN FRANCISCO,CA,SCHOOLS OF MEDICINE,NIGMS,public,FALSE,FALSE,NIGMS,18,GENETICS,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF MEDICINE,2015,NIGMS,Private,DP2,LEFT,3,YES,female,public,Private,YES,YES
NEI,49,UnavaiLABle,SALK_INST_FOR_BIOLOGICAL_STUDIES_K99,La Jolla,CA,Research Institutes,NEI,Private,FALSE,FALSE,NEI,1,NEUROSCIENCES,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2022,NEI,Private,Unknown,LEFT,0,NO,male,Private,Private,NO,YES
NIDCD,13,NEUROSCIENCES,COLUMBIA_U_HEALTH_SCI_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIDCD,Private,TRUE,FALSE,NIDCD,4,NEUROSCIENCES,DUKE_U_R00,DURHAM,NC,SCHOOLS OF MEDICINE,2012,NIDCD,Private,R01,LEFT,7,YES,male,Private,Private,YES,YES
NIDDK,3,ORTHOPEDICS,YALE_U_K99,NEW HAVEN,CT,SCHOOLS OF MEDICINE,NIDDK,Private,FALSE,TRUE,NIDDK,3,UnavaiLABle,YALE_U_R00,NEW HAVEN,CT,Domestic Higher Education,2014,NIDDK,Private,Unknown,STAYED,8,NO,female,Private,Private,YES,YES
NIDCD,12,OTOLARYNGOLOGY,U_OF_CALIFORNIA_SAN_FRANCISCO_K99,SAN FRANCISCO,CA,SCHOOLS OF MEDICINE,NIDCD,public,TRUE,FALSE,NIDCD,12,OTOLARYNGOLOGY,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2010,NIDCD,Private,R01,LEFT,3,YES,male,public,Private,YES,NO
NIMH,18,PSYCHIATRY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NIMH,Private,FALSE,FALSE,NIMH,3,NEUROSCIENCES,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2015,NIMH,Private,R01,LEFT,4,YES,male,Private,Private,YES,YES
NINDS,23,OTHER BASIC SCIENCES,CORNELL_U_K99,ITHACA,NY,SCHOOLS OF ARTS AND SCIENCES,NINDS,Private,FALSE,FALSE,NINDS,13,NEUROSCIENCES,COLUMBIA_U_HEALTH_SCI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2020,NINDS,Private,Unknown,LEFT,2,NO,male,Private,Private,NO,YES
NHLBI,7,GENETICS,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NHLBI,Private,TRUE,TRUE,NHLBI,7,GENETICS,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2017,NHLBI,Private,R01,STAYED,5,YES,male,Private,Private,YES,YES
NICHD,7,GENETICS,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NICHD,Private,FALSE,FALSE,NICHD,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2013,NICHD,Private,R01,LEFT,6,YES,female,Private,Private,NO,YES
NIBIB,27,NONE,CALIFORNIA_INST_OF_TECH_K99,PASADENA,CA,SCHOOLS OF ARTS AND SCIENCES,NIBIB,Private,FALSE,FALSE,NIBIB,18,ENGINEERING (ALL TYPES),STANFORD_U_R00,STANFORD,CA,BIOMED ENGR/COL ENGR/ENGR STA,2020,NIBIB,Private,Unknown,LEFT,3,NO,female,Private,Private,NO,YES
NIAID,18,UnavaiLABle,SCRIPPS_FLORIDA_K99,JUPITER,FL,Research Institutes,NIAID,Private,FALSE,FALSE,NIAID,5,PATHOLOGY,EMORY_U_R00,ATLANTA,GA,SCHOOLS OF MEDICINE,2020,NIAID,Private,R01,LEFT,1,YES,male,Private,Private,NO,YES
NIEHS,7,NUTRITION,HARVARD_SCH_OF_PUBLIC_HEALTH_K99,BOSTON,MA,SCHOOLS OF PUBLIC HEALTH,NIEHS,Private,FALSE,FALSE,NIEHS,5,PUBLIC HEALTH & PREV MEDICINE,EMORY_U_R00,ATLANTA,GA,SCHOOLS OF PUBLIC HEALTH,2019,NIEHS,Private,R01,LEFT,3,YES,female,Private,Private,NO,YES
NINDS,18,NEUROLOGY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NINDS,Private,TRUE,FALSE,NINDS,7,NEUROLOGY,NORTHWESTERN_U_R00,CHICAGO,IL,SCHOOLS OF MEDICINE,2022,NINDS,Private,Unknown,LEFT,1,NO,male,Private,Private,YES,NO
NIA,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NIA,Private,TRUE,TRUE,NIA,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2020,NIA,Private,Unknown,STAYED,3,NO,male,Private,Private,YES,YES
NIAAA,18,PSYCHIATRY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NIAAA,Private,TRUE,TRUE,NIAAA,18,PSYCHIATRY,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF MEDICINE,2021,NIAAA,Private,Unknown,STAYED,2,NO,male,Private,Private,YES,YES
NCI,7,GENETICS,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NCI,Private,FALSE,TRUE,NCI,7,INTERNAL MEDICINE/MEDICINE,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2015,NCI,Private,Unknown,STAYED,7,NO,male,Private,Private,YES,YES
